,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,26.02,10.97,291.27,9.05,7.92
1,26.02,10.97,291.27,9.05,7.92
2,27.55,12.56,233.49,-14.31,-12.18
3,27.70,12.64,194.78,5.45,5.69
4,23.23,9.15,199.32,3.47,2.25
5,22.20,6.81,172.72,8.27,7.36
6,20.19,6.07,168.47,5.53,5.55
