,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,25.76,13.07,1791.99,14.21,11.49
1,25.76,13.07,1791.99,14.21,11.49
2,26.72,14.53,1699.23,14.02,11.69
3,26.54,14.23,1471.51,13.80,11.44
4,19.24,9.21,1625.92,9.99,8.34
5,14.87,6.91,1749.98,8.41,7.05
6,16.36,8.26,1577.08,10.37,8.74
