,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,38.84,14.10,861.29,10.48,15.73
1,38.84,14.10,861.29,10.48,15.73
2,51.16,24.07,919.49,20.91,18.50
3,42.21,19.12,1021.76,18.70,16.83
4,35.17,14.41,979.06,13.72,11.52
5,39.47,16.64,1097.25,16.86,15.07
6,55.23,32.76,1185.62,34.35,29.53
