,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,6.04,-1.93,1085.77,-4.85,-4.03
1,6.04,-1.93,1085.77,-4.85,-4.03
2,12.97,5.68,1071.58,2.64,2.52
3,5.55,-3.21,729.86,-4.91,-4.08
4,7.10,-2.31,710.86,-2.11,-1.75
5,12.18,2.31,711.64,5.48,4.55
6,14.79,-4.79,519.86,-1.35,-1.39
