,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,22.67,3.64,2073.91,3.56,2.94
1,22.67,3.64,2073.91,3.56,2.94
2,19.16,4.85,680.47,1.40,0.87
3,18.56,5.36,375.85,6.65,6.02
4,8.42,-2.13,377.46,-2.18,-2.27
5,14.57,5.42,398.23,7.50,5.62
6,20.29,13.25,379.82,15.64,14.07
