,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,12.47,3.41,2418.49,4.32,4.21
1,12.47,3.41,2418.49,4.32,4.21
2,11.82,2.37,2346.94,3.33,2.73
3,17.34,6.69,1836.88,6.83,5.51
4,15.08,4.44,1733.00,4.48,3.74
5,18.96,7.92,1644.34,7.13,6.50
6,17.22,6.41,1502.83,9.19,8.40
