,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,22.70,8.28,1058.49,4.35,3.76
1,22.70,8.28,1058.49,4.35,3.76
2,28.00,13.22,891.60,0.81,0.59
3,22.71,8.35,806.22,5.89,4.81
4,24.07,6.92,824.95,6.41,6.04
5,23.68,7.86,872.76,10.55,9.56
6,13.60,-2.12,725.51,0.10,0.47
