,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,15.29,5.17,1026.08,5.57,4.97
1,15.29,5.17,1026.08,5.57,4.97
2,13.57,2.55,749.27,-0.05,0.14
3,16.99,7.73,1134.44,8.17,7.50
4,12.93,2.06,792.92,2.79,2.51
5,14.01,0.19,638.54,3.11,3.58
6,11.70,2.53,980.72,3.22,2.96
