,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,14.47,4.53,722.71,0.56,0.49
1,14.47,4.53,722.71,0.56,0.49
2,18.50,8.98,837.39,-0.38,-0.50
3,24.93,15.14,862.88,12.65,10.35
4,18.77,8.00,667.90,6.16,5.06
5,15.72,5.38,650.44,7.27,6.05
6,14.88,-3.54,375.03,-0.80,-1.70
