,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,38.50,6.57,2013.90,6.64,5.46
1,38.50,6.57,2013.90,6.64,5.46
2,30.80,6.79,1544.71,7.60,6.16
3,29.74,6.71,1504.57,8.50,7.14
4,30.62,5.09,1414.90,8.65,7.50
5,30.85,5.96,1362.42,6.50,5.08
6,28.54,2.44,1265.28,4.10,3.44
