,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,35.42,11.02,1941.89,12.99,12.69
1,35.42,11.02,1941.89,12.99,12.69
2,39.01,9.51,2018.32,7.78,6.84
3,34.65,4.63,1811.91,6.43,5.78
4,34.88,10.49,2715.99,8.34,7.14
5,34.21,5.25,2526.64,9.66,8.48
6,33.63,5.67,2576.42,4.13,4.04
