,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,43.21,0.95,142.84,1.27,1.28
1,43.21,0.95,142.84,1.27,1.28
2,38.19,-2.27,145.81,-2.56,-2.28
3,41.75,1.65,130.55,0.04,-0.44
4,40.35,-1.13,155.21,-0.73,-0.51
5,39.79,3.37,141.97,3.67,2.66
6,39.68,1.39,158.42,1.60,0.98
