,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,20.90,8.98,736.79,6.07,4.58
1,20.90,8.98,736.79,6.07,4.58
2,26.49,17.53,847.28,15.45,12.15
3,,,,,
4,,,,,
5,,,,,
6,,,,,
