,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,12.17,1.62,6748.13,2.30,1.78
1,12.17,1.62,6748.13,2.30,1.78
2,13.46,1.74,5561.41,2.11,1.72
3,14.04,1.30,4584.81,1.98,1.65
4,16.63,3.28,4295.96,3.78,3.14
5,15.60,2.00,3425.93,2.86,2.40
6,16.92,3.15,3198.28,3.41,2.78
