,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,7.90,-4.73,315.70,-9.50,-8.84
1,7.90,-4.73,315.70,-9.50,-8.84
2,18.76,2.26,239.13,3.81,3.19
3,14.60,-4.20,235.03,-2.47,-3.73
4,6.91,-13.49,276.79,-13.64,-13.71
5,0.74,-18.42,251.87,-18.16,-18.02
6,-1.33,-24.14,208.89,-12.26,-12.40
