,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,29.75,21.40,631.45,19.21,18.25
1,29.75,21.40,631.45,19.21,18.25
2,22.57,14.22,406.68,9.63,7.42
3,28.02,0.38,75.96,-25.65,-29.38
4,28.33,1.72,49.44,-12.88,-14.50
5,27.69,2.39,48.02,4.12,4.12
6,35.10,-1423.84,0.60,-517.05,-517.05
