,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,18.88,8.79,21727.42,9.62,6.59
1,18.88,8.79,21727.42,9.62,6.59
2,19.20,8.62,13301.02,4.02,2.17
3,10.44,-0.10,12467.69,-1.40,-0.80
4,11.29,1.86,13443.39,0.31,0.65
5,14.96,4.33,11593.84,2.96,1.83
6,11.83,1.68,9337.45,1.98,1.36
