,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,13.74,6.42,875.38,3.05,2.44
1,13.74,6.42,875.38,3.05,2.44
2,15.11,7.56,720.45,0.50,0.06
3,12.27,3.10,599.90,0.33,0.21
4,8.30,0.74,749.84,0.51,0.26
5,7.65,1.07,856.43,2.59,2.41
6,5.71,-0.47,920.42,1.94,1.84
