,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,5.90,1.07,20853.51,1.17,0.31
1,5.90,1.07,20853.51,1.17,0.31
2,5.60,0.56,21415.43,3.46,2.89
3,4.67,-1.68,21239.12,-0.36,0.07
4,6.55,0.31,28949.36,-3.81,-3.48
5,10.03,1.09,26618.45,0.37,0.64
6,17.76,12.31,49433.01,12.26,9.65
