,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,12.49,1.53,389.40,0.16,1.96
1,12.49,1.53,389.40,0.16,1.96
2,10.62,-1.02,350.84,0.37,0.31
3,6.66,-7.74,327.23,-9.65,-8.09
4,3.83,-20.22,271.55,-20.41,-17.11
5,15.68,5.18,368.81,5.78,4.85
6,18.99,7.41,427.70,8.02,6.83
