,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,10.29,-2.04,1803.21,-1.95,-2.59
1,10.29,-2.04,1803.21,-1.95,-2.59
2,20.17,8.58,1722.48,4.71,3.47
3,21.14,9.72,1056.30,10.53,8.45
4,20.60,6.87,828.45,8.84,7.29
5,22.40,9.07,837.06,8.88,6.76
6,20.06,3.28,597.04,3.08,1.63
