,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,14.31,3.82,98993.54,3.55,2.66
1,14.31,3.82,98993.54,3.55,2.66
2,13.82,3.71,108221.18,4.41,3.46
3,13.63,4.22,119253.00,4.54,3.55
4,13.70,4.59,111889.52,4.39,3.30
5,13.42,4.57,110336.00,4.81,4.01
6,13.21,4.71,114039.78,6.34,5.31
