,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,30.07,15.14,1158.04,14.49,11.31
1,30.07,15.14,1158.04,14.49,11.31
2,31.75,15.68,920.06,10.96,8.51
3,37.38,21.42,964.05,19.61,15.42
4,33.10,14.00,703.82,13.18,10.36
5,31.02,12.32,652.08,13.98,11.66
6,31.01,9.11,479.43,14.56,11.90
