,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,41.90,5.90,10626.37,8.43,7.91
1,41.90,5.90,10626.37,8.43,7.91
2,42.58,9.31,9983.44,5.57,5.08
3,43.96,9.17,8987.18,7.13,6.57
4,44.15,8.52,7446.05,10.82,9.95
5,43.86,10.78,7325.51,12.45,11.19
6,44.86,10.00,6743.69,12.09,10.83
