,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,22.18,9.26,2809.52,7.01,6.02
1,22.18,9.26,2809.52,7.01,6.02
2,18.66,7.75,2659.06,4.69,3.89
3,17.01,3.84,2051.22,7.16,6.55
4,23.95,10.94,2306.69,10.53,9.70
5,21.78,9.30,2020.02,14.34,12.59
6,17.76,3.49,1517.99,10.50,10.21
