,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,31.10,19.51,679.18,16.04,13.42
1,31.10,19.51,679.18,16.04,13.42
2,27.05,10.87,429.74,5.53,3.71
3,38.44,27.54,610.25,25.51,18.99
4,40.99,36.66,1378.24,35.39,27.99
5,34.03,25.87,693.28,25.31,19.63
6,33.91,25.87,485.82,25.84,13.84
