,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,24.07,-22.52,114.31,-22.06,-21.80
1,24.07,-22.52,114.31,-22.06,-21.80
2,40.38,-0.02,131.07,0.19,0.08
3,48.26,13.75,144.98,13.94,11.56
4,47.18,13.56,134.26,13.27,11.01
5,48.44,12.79,121.49,13.20,10.96
6,48.42,7.59,114.92,8.42,7.40
