,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,19.02,17.25,2047.74,17.23,13.79
1,19.02,17.25,2047.74,17.23,13.79
2,16.75,15.14,2089.31,13.27,10.98
3,16.31,14.81,2167.04,13.74,11.40
4,15.73,14.34,2307.50,14.88,12.22
5,10.27,8.69,2161.03,8.88,6.23
6,3.42,2.05,2178.10,2.69,2.09
