,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,16.16,0.32,831.25,-1.42,-1.42
1,16.16,0.32,831.25,-1.42,-1.42
2,22.35,9.07,676.63,1.11,-1.11
3,20.55,5.12,505.67,9.83,7.45
4,10.44,-3.33,408.50,-3.19,-3.19
5,6.44,-9.53,435.19,-11.60,-11.60
6,10.90,-0.05,624.20,4.39,3.56
