,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,58.09,13.60,303.31,12.04,9.30
1,58.09,13.60,303.31,12.04,9.30
2,44.33,9.99,377.59,7.72,5.67
3,44.87,8.13,349.35,5.26,3.96
4,48.33,11.78,347.56,10.52,8.76
5,46.42,7.99,296.01,7.70,6.20
6,25.55,3.06,573.22,3.75,3.87
