,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,3.28,0.77,280893.34,0.81,0.70
1,3.28,0.77,280893.34,0.81,0.70
2,5.00,2.33,238999.29,2.14,1.74
3,5.78,2.64,256382.31,2.54,1.89
4,6.23,3.24,274262.58,3.40,2.63
5,5.16,2.32,218736.85,2.04,1.59
6,5.52,2.25,217588.40,2.15,1.59
