,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,22.68,0.67,867.72,1.27,2.03
1,22.68,0.67,867.72,1.27,2.03
2,30.81,2.46,597.35,2.17,1.50
3,30.11,0.41,544.44,1.71,1.37
4,30.90,-2.01,456.49,-2.70,-2.82
5,33.45,-0.58,400.95,1.41,0.86
6,22.70,-0.65,615.83,0.23,-0.11
