,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,7.57,0.37,458.09,-0.88,0.17
1,7.57,0.37,458.09,-0.88,0.17
2,9.32,2.96,455.44,1.37,1.20
3,10.51,2.95,416.46,2.51,1.92
4,12.37,5.87,529.89,5.70,4.88
5,5.64,-0.65,456.12,1.49,1.47
6,5.81,-0.29,491.90,0.50,0.42
