,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,28.59,16.15,490.79,18.20,14.98
1,28.59,16.15,490.79,18.20,14.98
2,27.15,20.93,519.50,22.06,18.02
3,33.09,29.52,666.83,30.86,25.97
4,34.55,29.67,592.06,31.00,25.91
5,34.90,28.61,517.76,43.00,36.68
6,,,,,
