,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,20.83,2.96,1890.08,3.66,2.57
1,20.83,2.96,1890.08,3.66,2.57
2,24.15,6.68,1986.37,3.02,1.61
3,24.05,7.05,2043.64,6.56,4.97
4,22.06,3.37,1830.58,1.40,0.25
5,25.08,4.02,1496.87,4.62,4.21
6,22.55,1.41,1348.46,3.32,2.14
