,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,2.50,-10.12,749.67,-8.92,-5.89
1,2.50,-10.12,749.67,-8.92,-5.89
2,7.24,-5.21,891.03,-0.44,-0.26
3,7.95,-4.31,921.00,-2.00,-1.30
4,5.95,-6.09,941.54,-4.07,-3.41
5,7.39,-2.21,1045.08,-4.19,-4.26
6,9.21,-0.34,1175.76,0.72,0.75
