,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,13.77,-6.39,510.62,-3.41,-3.16
1,13.77,-6.39,510.62,-3.41,-3.16
2,12.31,-7.64,528.69,-13.23,-12.18
3,2.57,-19.92,605.47,-16.68,-12.92
4,19.17,4.53,868.21,5.25,2.93
5,7.18,-9.69,1130.48,-5.77,-4.33
6,21.15,5.97,1834.66,7.73,5.66
