,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,6.76,-1.05,1190.14,3.52,3.34
1,6.76,-1.05,1190.14,3.52,3.34
2,2.67,-5.15,1059.12,-6.57,-6.57
3,6.58,-1.94,1002.26,0.35,0.35
4,6.54,-0.89,1278.86,0.33,0.33
5,5.78,-1.47,1291.04,0.11,0.11
6,6.60,-0.63,1228.60,0.11,0.11
