,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,30.77,23.19,910.98,-7.33,-2.66
1,30.77,23.19,910.98,-7.33,-2.66
2,28.23,20.35,994.42,-29.73,-28.89
3,32.58,24.54,970.11,21.23,17.62
4,29.57,19.34,841.76,6.96,5.78
5,26.92,17.27,722.88,44.36,36.82
6,21.61,7.43,542.53,43.89,36.43
