,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,13.75,-0.20,256.68,-1.13,2.20
1,13.75,-0.20,256.68,-1.13,2.20
2,7.44,2.33,365.66,2.39,1.83
3,6.04,0.78,368.40,0.29,0.19
4,7.33,-1.22,280.10,-1.73,-1.79
5,9.33,1.99,264.26,1.66,1.44
6,1.76,-45.39,37.45,-42.86,-36.17
