,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,35.70,22.46,366.53,21.51,18.38
1,35.70,22.46,366.53,21.51,18.38
2,39.04,31.45,814.16,31.39,28.91
3,36.53,26.73,471.08,26.40,23.94
4,39.53,10.39,101.07,9.52,9.24
5,31.65,12.43,159.74,11.56,10.68
6,61.20,-2046.48,0.78,-1983.10,-1983.10
