,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,14.28,5.29,470.47,3.17,2.84
1,14.28,5.29,470.47,3.17,2.84
2,13.18,6.28,544.60,0.44,0.38
3,21.94,12.05,474.16,11.04,9.53
4,14.87,4.03,401.33,2.93,2.58
5,0.43,-11.92,188.43,2.52,2.19
6,19.13,8.73,431.82,17.71,15.41
