,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,-1.67,-7.33,2684.80,-7.92,-8.02
1,-1.67,-7.33,2684.80,-7.92,-8.02
2,-9.05,-14.70,2723.16,-9.86,-9.86
3,10.15,6.40,5343.92,6.66,6.55
4,-6.52,-10.78,4142.22,-10.37,-10.41
5,5.15,0.66,3969.26,-2.82,-3.90
6,-18.07,-23.60,2791.59,-24.36,-24.36
