,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,15.12,2.55,859.69,2.10,1.81
1,15.12,2.55,859.69,2.10,1.81
2,17.10,2.45,710.62,7.47,7.01
3,19.27,5.33,672.36,8.28,7.14
4,21.31,7.35,667.32,7.69,6.37
5,22.10,7.67,645.76,8.00,6.62
6,23.62,9.89,676.80,10.12,9.26
