,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,27.25,10.22,3864.82,7.12,5.57
1,27.25,10.22,3864.82,7.12,5.57
2,60.84,-58.54,1012.07,-64.74,-70.92
3,60.15,-18.24,714.87,-31.06,-34.36
4,45.40,-1.28,928.68,-6.39,-9.63
5,57.34,4.20,735.63,-1.62,-4.90
6,69.70,-17.50,449.62,-55.47,-57.26
