,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,30.87,13.09,7414.47,12.74,10.03
1,30.87,13.09,7414.47,12.74,10.03
2,28.83,12.09,6491.92,11.28,9.14
3,32.00,14.48,7422.01,14.94,11.84
4,33.11,16.66,7183.05,16.91,12.79
5,26.82,12.26,5307.08,12.36,10.22
6,31.17,14.76,5076.33,16.59,13.78
