,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,10.39,8.59,1156.00,7.81,7.10
1,10.39,8.59,1156.00,7.81,7.10
2,42.31,-8600.96,0.21,-8402.88,-8402.88
3,39.13,33.43,804.96,34.58,32.76
4,37.33,25.37,142.24,20.96,20.96
5,39.51,30.50,357.43,27.38,27.38
6,34.80,28.63,921.27,27.74,27.74
