,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,22.76,7.47,2016.95,8.00,6.68
1,22.76,7.47,2016.95,8.00,6.68
2,20.44,5.32,1762.90,5.07,4.04
3,22.72,7.42,1691.73,8.92,7.44
4,21.91,6.80,1677.67,7.04,5.84
5,21.47,0.82,1290.14,1.82,2.06
6,27.31,7.91,1482.50,9.05,7.52
