,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,30.33,14.22,584.73,10.13,8.25
1,30.33,14.22,584.73,10.13,8.25
2,30.61,12.73,548.84,7.21,5.92
3,30.85,18.36,630.13,19.78,16.42
4,27.52,11.52,570.86,10.48,8.70
5,30.87,15.54,528.34,20.39,17.02
6,27.60,14.65,555.30,17.64,14.64
