,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,25.40,13.94,703.67,16.45,12.83
1,25.40,13.94,703.67,16.45,12.83
2,25.63,15.53,573.54,17.23,14.58
3,24.29,14.06,599.75,16.06,13.44
4,24.21,13.79,791.69,15.93,13.30
5,19.06,10.61,957.01,12.75,10.79
6,17.42,9.89,862.17,12.23,10.39
