,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,62.70,33.56,121.63,28.17,26.16
1,62.70,33.56,121.63,28.17,26.16
2,76.94,29.52,107.65,19.46,14.31
3,67.42,14.91,145.02,9.54,5.14
4,71.87,21.88,142.42,18.22,13.56
5,54.79,28.01,249.15,26.31,23.28
6,73.46,29.72,141.74,29.92,24.62
