,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,22.52,5.57,23632.05,9.54,7.53
1,22.52,5.57,23632.05,9.54,7.53
2,20.37,5.86,24792.46,6.51,5.03
3,16.41,2.23,29461.75,3.85,2.67
4,15.15,2.37,31664.61,5.06,4.16
5,16.02,2.15,26124.89,4.48,3.63
6,18.92,3.25,20225.57,7.55,6.52
