,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,20.10,0.16,2612.66,0.94,0.37
1,20.10,0.16,2612.66,0.94,0.37
2,23.04,0.74,2161.08,-0.48,-0.38
3,18.71,-3.91,2308.57,-4.43,-4.18
4,15.48,-6.00,2429.15,-2.07,-2.29
5,15.49,5.75,2611.57,6.49,5.63
6,14.58,4.27,1965.46,5.01,4.14
