,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,-10.29,-74.18,6.03,131.71,150.04
1,-10.29,-74.18,6.03,131.71,150.04
2,-58.06,-110.38,10.61,384.81,363.19
3,36.84,14.85,19.12,442.08,436.30
4,2.86,-18.93,22.33,-0.21,-0.86
5,6.30,-10.32,37.67,73.44,73.57
6,1.21,-12.40,58.08,-55.59,-59.98
