,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,30.93,15.45,532.05,13.50,7.76
1,30.93,15.45,532.05,13.50,7.76
2,26.49,6.03,533.98,4.68,2.63
3,26.62,6.44,520.19,5.85,3.30
4,20.30,2.58,487.05,1.53,0.54
5,23.41,9.23,502.51,8.43,6.12
6,19.81,4.92,403.29,4.43,2.79
