,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,20.92,6.79,51457.88,8.99,7.97
1,20.92,6.79,51457.88,8.99,7.97
2,24.42,7.45,50383.42,7.06,5.70
3,24.67,7.41,51595.91,6.91,4.97
4,24.00,7.23,53529.55,13.04,8.64
5,20.49,6.16,58243.54,7.39,6.17
6,18.98,5.48,57620.49,7.15,6.19
