,毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),營業收入(百萬元),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入)
0,8.51,2.90,2956.80,1.85,1.65
1,8.51,2.90,2956.80,1.85,1.65
2,8.11,2.20,2446.08,-7.16,-5.79
3,9.05,3.79,2407.51,0.08,-0.27
4,10.22,5.81,2759.96,4.28,3.24
5,5.79,1.17,2743.55,4.31,3.86
6,5.86,1.93,2816.75,6.99,7.10
