Date,Open,High,Low,Close,Adj Close,Volume,change
2004-09-27,169.654007,169.654007,158.570999,158.570999,158.570999,119761,0.0
2004-09-29,155.16099499999999,155.16099499999999,147.488007,147.488007,147.488007,119879155,-6.99
2004-09-30,147.488007,153.455994,146.636002,147.488007,147.488007,107419243,0.0
2004-10-01,148.341003,149.192993,138.110001,139.815002,139.815002,77932367,-5.2
2004-10-04,143.225006,144.078003,140.667999,142.373001,142.373001,70567845,1.83
2004-10-05,144.078003,151.75100700000002,143.225006,151.75100700000002,151.75100700000002,102356266,6.59
2004-10-06,156.865997,161.98100300000002,155.16099499999999,161.98100300000002,161.98100300000002,207629,6.74
2004-10-07,166.244003,167.949005,157.71899399999998,158.570999,158.570999,178296,-2.11
2004-10-08,158.570999,161.98100300000002,155.16099499999999,157.71899399999998,157.71899399999998,51142,-0.54
2004-10-11,156.865997,156.865997,154.307999,154.307999,154.307999,28767,-2.16
2004-10-12,151.75100700000002,164.539001,147.488007,164.539001,164.539001,121238612,6.63
2004-10-13,164.539001,164.539001,158.570999,158.570999,158.570999,67129,-3.63
2004-10-14,158.570999,160.276001,156.013,160.276001,160.276001,48549,1.08
2004-10-15,160.276001,160.276001,154.307999,154.307999,154.307999,30380,-3.72
2004-10-18,154.307999,154.307999,150.046005,150.046005,150.046005,18521,-2.76
2004-10-19,151.75100700000002,160.276001,149.192993,160.276001,160.276001,99351,6.82
2004-10-20,158.570999,166.244003,153.455994,161.98100300000002,161.98100300000002,102283,1.06
2004-10-21,161.98100300000002,163.686005,157.71899399999998,160.276001,160.276001,63024,-1.05
2004-10-22,160.276001,164.539001,157.71899399999998,164.539001,164.539001,95832,2.66
2004-10-26,161.98100300000002,161.98100300000002,155.16099499999999,155.16099499999999,155.16099499999999,42732,-5.7
2004-10-27,155.16099499999999,156.865997,151.75100700000002,151.75100700000002,151.75100700000002,49969,-2.2
2004-10-28,154.307999,155.16099499999999,150.897995,150.897995,150.897995,66071,-0.56
2004-10-29,150.046005,150.046005,144.931,144.931,144.931,64279068,-3.95
2004-11-01,143.225006,144.078003,135.55200200000002,135.55200200000002,135.55200200000002,97474231,-6.47
2004-11-02,126.175003,128.73199499999998,126.175003,126.175003,126.175003,109228,-6.92
2004-11-03,120.207001,129.58500700000002,120.207001,126.175003,126.175003,124862,0.0
2004-11-04,126.175003,129.58500700000002,125.321999,125.749001,125.749001,89251,-0.34
2004-11-05,127.879997,129.58500700000002,126.175003,126.175003,126.175003,85316,0.34
2004-11-08,123.616997,126.175003,121.912003,121.912003,121.912003,52346,-3.38
2004-11-09,121.912003,123.191002,113.387001,113.813004,113.813004,125696,-6.64
2004-11-10,113.813004,113.813004,108.272003,110.829002,110.829002,140142,-2.62
2004-11-11,110.829002,116.79699699999999,110.829002,115.51799799999999,115.51799799999999,168057,4.23
2004-11-12,117.223,119.780998,116.79699699999999,116.79699699999999,116.79699699999999,204173,1.11
2004-11-15,116.79699699999999,118.928001,113.813004,113.813004,113.813004,79778,-2.55
2004-11-16,111.254997,113.387001,109.124001,109.550003,109.550003,88015,-3.75
2004-11-17,109.124001,111.681999,106.567001,109.550003,109.550003,128812,0.0
2004-11-18,109.976997,112.960999,109.976997,110.829002,110.829002,100819,1.17
2004-11-19,111.681999,117.223,111.681999,114.238998,114.238998,115801,3.08
2004-11-22,114.238998,114.238998,111.254997,111.254997,111.254997,53782,-2.61
2004-11-23,111.254997,112.960999,109.976997,110.403,110.403,43825,-0.77
2004-11-24,110.829002,112.108002,109.550003,109.976997,109.976997,66065,-0.39
2004-11-25,109.976997,109.976997,104.862,106.139999,106.139999,92727,-3.49
2004-11-26,106.139999,107.845001,99.32,99.7463,99.7463,133112,-6.02
2004-11-29,99.7463,99.7463,94.20500200000001,94.63110400000001,94.63110400000001,97887407,-5.13
2004-11-30,93.778603,93.778603,88.663399,91.221001,91.221001,63446615,-3.6
2004-12-01,90.368401,96.762398,89.5159,95.483597,95.483597,137880,4.67
2004-12-02,98.041199,101.025002,95.910004,101.025002,101.025002,124854235,5.8
2004-12-03,100.59899899999999,107.845001,99.7463,107.845001,107.845001,179793,6.75
2004-12-06,108.272003,112.533997,108.272003,111.254997,111.254997,167523,3.16
2004-12-07,111.254997,111.254997,108.272003,109.550003,109.550003,72752,-1.53
2004-12-08,108.272003,110.829002,106.99299599999999,109.124001,109.124001,62582893,-0.39
2004-12-09,109.124001,114.666,109.124001,110.829002,110.829002,103595,1.56
2004-12-10,112.533997,118.501999,111.681999,118.501999,118.501999,367193,6.92
2004-12-13,119.355003,121.059998,110.829002,110.829002,110.829002,130245,-6.47
2004-12-14,111.681999,115.944,111.681999,112.533997,112.533997,102943,1.54
2004-12-15,113.387001,120.207001,111.681999,120.207001,120.207001,319313,6.82
2004-12-16,121.059998,123.616997,117.649002,122.764999,122.764999,218025,2.13
2004-12-17,121.059998,123.616997,119.780998,121.912003,121.912003,120025,-0.69
2004-12-20,118.501999,125.321999,118.501999,122.764999,122.764999,149392,0.7
2004-12-21,122.764999,126.600998,121.912003,124.896004,124.896004,186896,1.74
2004-12-22,125.749001,125.749001,121.912003,121.912003,121.912003,109329,-2.39
2004-12-23,121.059998,121.912003,119.355003,119.355003,119.355003,71444,-2.1
2004-12-24,118.501999,124.470001,117.649002,124.470001,124.470001,104889,4.29
2004-12-27,123.616997,123.616997,120.207001,123.616997,123.616997,44168,-0.69
2004-12-28,122.764999,124.896004,121.912003,123.191002,123.191002,58267,-0.34
2004-12-29,123.616997,124.896004,122.764999,123.191002,123.191002,64685,0.0
2004-12-30,122.764999,127.879997,122.764999,127.879997,127.879997,134446,3.81
2004-12-31,127.45300300000001,129.58500700000002,125.749001,127.45300300000001,127.45300300000001,75633301,-0.33
2005-01-03,127.879997,127.879997,125.321999,125.321999,125.321999,31084,-1.67
2005-01-04,125.321999,129.58500700000002,124.043999,127.027,127.027,97614,1.36
2005-01-05,124.470001,128.73199499999998,124.470001,127.45300300000001,127.45300300000001,113880192,0.34
2005-01-06,126.600998,127.879997,125.749001,126.175003,126.175003,103811,-1.0
2005-01-07,126.175003,129.58500700000002,121.912003,129.58500700000002,129.58500700000002,208210,2.7
2005-01-10,129.58500700000002,131.28999299999998,125.749001,127.879997,127.879997,115592,-1.32
2005-01-11,127.027,127.45300300000001,125.749001,125.749001,125.749001,37876425,-1.67
2005-01-12,123.616997,124.896004,121.059998,121.059998,121.059998,57719,-3.73
2005-01-13,119.355003,121.059998,112.960999,121.059998,121.059998,109756,0.0
2005-01-14,116.371002,118.501999,113.813004,115.944,115.944,38837,-4.23
2005-01-17,115.092003,116.79699699999999,112.533997,112.533997,112.533997,25367,-2.94
2005-01-18,111.681999,112.533997,109.124001,109.550003,109.550003,25553,-2.65
2005-01-19,109.550003,109.550003,107.418999,107.845001,107.845001,21033,-1.56
2005-01-20,107.418999,112.960999,107.418999,110.829002,110.829002,71766,2.77
2005-01-21,110.829002,111.681999,108.272003,108.272003,108.272003,23578,-2.31
2005-01-24,108.272003,109.976997,106.567001,106.567001,106.567001,33407,-1.57
2005-01-25,105.71399699999999,106.567001,104.009003,104.009003,104.009003,33313,-2.4
2005-01-26,104.009003,106.99299599999999,104.009003,104.862,104.862,45018819,0.82
2005-01-27,105.71399699999999,107.845001,104.862,105.71399699999999,105.71399699999999,66424,0.81
2005-01-28,105.71399699999999,112.960999,105.71399699999999,112.960999,112.960999,138447,6.86
2005-01-31,112.108002,120.628998,111.254997,118.501999,118.501999,185825990,4.91
2005-02-01,118.501999,118.501999,115.092003,115.944,115.944,57893,-2.16
2005-02-02,115.944,119.780998,115.51799799999999,115.51799799999999,115.51799799999999,88343,-0.37
2005-02-03,115.092003,118.501999,115.092003,116.79699699999999,116.79699699999999,65936,1.11
2005-02-14,117.649002,119.780998,113.387001,113.387001,113.387001,39060,-2.92
2005-02-15,109.976997,113.387001,109.976997,112.108002,112.108002,39761,-1.13
2005-02-16,112.108002,118.501999,111.681999,117.223,117.223,53365,4.56
2005-02-17,119.355003,119.355003,115.092003,115.944,115.944,32620,-1.09
2005-02-18,113.387001,117.649002,113.387001,115.51799799999999,115.51799799999999,47389,-0.37
2005-02-21,115.944,121.912003,115.944,118.07599599999999,118.07599599999999,105756,2.21
2005-02-22,119.355003,126.175003,119.355003,126.175003,126.175003,232270,6.86
2005-02-23,128.73199499999998,134.699997,127.879997,134.699997,134.699997,448552073,6.76
2005-02-24,139.815002,144.078003,134.699997,137.257004,137.257004,845143134,1.9
2005-02-25,137.257004,139.815002,134.699997,134.699997,134.699997,298657321,-1.86
2005-03-01,136.404999,136.404999,125.321999,125.749001,125.749001,195961,-6.65
2005-03-02,123.616997,130.436996,123.616997,124.896004,124.896004,107140,-0.68
2005-03-03,125.321999,126.175003,121.912003,126.175003,126.175003,93469,1.02
2005-03-04,126.175003,132.569,125.321999,129.58500700000002,129.58500700000002,185286211,2.7
2005-03-07,132.994995,134.699997,129.58500700000002,129.58500700000002,129.58500700000002,109836903,0.0
2005-03-08,130.011002,132.14300500000002,127.027,129.158997,129.158997,105949961,-0.33
2005-03-09,127.027,129.58500700000002,127.027,127.45300300000001,127.45300300000001,92748544,-1.32
2005-03-10,127.879997,135.979004,127.45300300000001,135.979004,135.979004,185582317,6.69
2005-03-11,144.078003,144.078003,132.14300500000002,132.14300500000002,132.14300500000002,361410480,-2.82
2005-03-14,132.14300500000002,135.55200200000002,130.436996,131.28999299999998,131.28999299999998,114060182,-0.65
2005-03-15,131.28999299999998,133.848007,122.764999,124.470001,124.470001,137781,-5.19
2005-03-16,122.337997,126.600998,122.337997,124.470001,124.470001,72600,0.0
2005-03-17,122.337997,124.470001,121.486,121.486,121.486,42262,-2.4
2005-03-18,121.486,123.191002,121.486,122.764999,122.764999,44349,1.05
2005-03-21,122.764999,129.58500700000002,122.764999,124.470001,124.470001,80325,1.39
2005-03-22,124.896004,126.175003,121.912003,121.912003,121.912003,51476,-2.06
2005-03-23,121.059998,123.191002,120.628998,121.486,121.486,37080961,-0.35
2005-03-24,121.486,123.616997,118.501999,118.501999,118.501999,69400,-2.46
2005-03-25,119.355003,120.207001,115.944,117.649002,117.649002,66004,-0.72
2005-03-28,115.944,122.764999,115.944,118.501999,118.501999,69609,0.73
2005-03-29,116.79699699999999,117.649002,112.533997,112.533997,112.533997,92619,-5.04
2005-03-30,111.681999,113.387001,108.272003,108.272003,108.272003,79830,-3.79
2005-03-31,110.403,110.403,106.567001,106.99299599999999,106.99299599999999,86110846,-1.18
