Date,Open,High,Low,Close,Adj Close,Volume,change
2000-01-04,12.8618,12.8618,12.2077,12.295,5.168126999999999,71331459,0.0
2000-01-05,12.4693,12.7745,12.295,12.6439,5.314785,88533737,2.84
2000-01-06,13.5159,13.5159,13.167,13.5159,5.681325,275801400,6.9
2000-01-07,14.3878,14.4312,13.6465,13.9081,5.846184,603718832,2.9
2000-01-10,13.9517,14.039,13.6028,13.8644,5.827816,502894477,-0.31
2000-01-11,13.9517,14.8237,13.8644,14.8237,6.23105,987659321,6.92
2000-01-12,15.8266,15.8266,15.6957,15.8266,6.6526130000000006,329353984,6.77
2000-01-13,16.9165,16.9165,16.9165,16.9165,7.110746000000001,157447652,6.89
2000-01-14,18.0937,18.0937,18.0937,18.0937,7.605575,117021293,6.96
2000-01-17,20.7096,20.7096,19.357901000000002,20.7096,8.705153,1407368933,14.46
2000-01-18,22.0175,22.0175,22.0175,22.0175,9.254921000000001,457749480,6.32
2000-01-19,23.543501000000003,23.543501000000003,23.543501000000003,23.543501000000003,9.896365,117117275,6.93
2000-01-20,25.0695,25.0695,22.0175,22.0175,9.254921000000001,1654973545,-6.48
2000-01-21,20.491699,21.6252,20.491699,20.491699,8.613559,564128079,-6.93
2000-01-24,19.0963,21.7995,19.0963,21.6686,9.108262,556412479,5.74
2000-01-25,21.6686,23.1077,21.6686,23.1077,9.713179,511424512,6.64
2000-01-26,24.6334,24.6334,23.979601000000002,24.6334,10.354498,536215002,6.6
2000-01-27,26.159401000000003,26.159401000000003,24.851601000000002,26.159401000000003,10.995942,767283916,6.19
2000-01-28,27.9034,27.9034,27.031401000000002,27.9034,11.729023,647829553,6.67
2000-01-31,27.4676,28.338699,26.813499,27.031401000000002,11.362483000000001,430054833,-3.13
2000-02-01,27.031401000000002,28.7754,27.031401000000002,28.7754,12.095563,585360890,6.45
2000-02-02,28.7754,28.7754,28.7754,28.7754,12.095563,0,0.0
2000-02-03,28.7754,28.7754,28.7754,28.7754,12.095563,0,0.0
2000-02-04,28.7754,28.7754,28.7754,28.7754,12.095563,0,0.0
2000-02-07,28.7754,28.7754,28.7754,28.7754,12.095563,0,0.0
2000-02-08,28.7754,28.7754,28.7754,28.7754,12.095563,0,0.0
2000-02-09,30.7374,30.7374,30.7374,30.7374,12.920276,311704,6.82
2000-02-10,32.699298999999996,32.699298999999996,32.699298999999996,32.699298999999996,13.744947,146791,6.38
2000-02-11,34.879298999999996,34.879298999999996,34.879298999999996,34.879298999999996,14.6613,163688,6.67
2000-02-14,37.277198999999996,37.277198999999996,33.571301,37.277198999999996,15.669239000000001,1879307,6.87
2000-02-15,37.277198999999996,37.277198999999996,34.879298999999996,34.879298999999996,14.6613,740141,-6.43
2000-02-16,32.699298999999996,37.0592,32.699298999999996,37.0592,15.577607,945970,6.25
2000-02-17,38.367199,38.367199,35.097301,35.097301,14.752934,662034,-5.29
2000-02-18,37.0592,37.0592,33.1353,33.571301,14.111488,660106,-4.35
2000-02-21,37.931197999999995,38.1492,36.623199,38.1492,16.035782,1358744,13.64
2000-02-22,38.1492,38.1492,35.533297999999995,35.533297999999995,14.936201,922556,-6.86
2000-02-23,33.1353,34.661301,33.1353,33.1353,13.928218,586038,-6.75
2000-02-24,30.955299,30.955299,30.955299,30.955299,13.011869,239288,-6.58
2000-02-25,28.993401000000002,28.993401000000002,28.993401000000002,28.993401000000002,12.187199,53671,-6.34
2000-02-28,28.993401000000002,28.993401000000002,28.993401000000002,28.993401000000002,12.187199,0,0.0
2000-02-29,27.031401000000002,27.031401000000002,27.031401000000002,27.031401000000002,11.362483000000001,86933451,-6.77
2000-03-01,25.2875,28.7754,25.2875,28.7754,12.095563,1156216874,6.45
2000-03-02,28.1213,28.993401000000002,26.813499,26.813499,11.270889,584799819,-6.82
2000-03-03,25.2875,28.1213,25.2875,25.2875,10.629445,559369214,-5.69
2000-03-06,22.6709,23.979601000000002,22.4536,22.4536,9.438232000000001,384640946,-11.21
2000-03-07,20.9275,22.235701000000002,20.9275,20.9275,8.796744,362553121,-6.8
2000-03-08,22.235701000000002,22.235701000000002,21.7122,22.235701000000002,9.346639,162617969,6.25
2000-03-09,23.7614,23.7614,23.7614,23.7614,9.987958,99846893,6.86
2000-03-10,25.2875,25.2875,25.2875,25.2875,10.629445,176473586,6.42
2000-03-13,27.031401000000002,27.031401000000002,23.543501000000003,23.543501000000003,9.896365,923843030,-6.9
2000-03-14,22.0175,23.543501000000003,22.0175,23.1077,9.713179,559881588,-1.85
2000-03-15,23.543501000000003,24.6334,21.7995,22.235701000000002,9.346639,475697735,-3.77
2000-03-16,22.235701000000002,23.3256,21.5816,23.1077,9.713179,462402130,3.92
2000-03-17,23.979601000000002,24.415501000000003,22.6709,23.543501000000003,9.896365,668742659,1.89
2000-03-20,22.8894,22.8894,22.8894,22.8894,9.621417999999998,8716000,-2.78
2000-03-21,22.235701000000002,24.415501000000003,22.235701000000002,24.415501000000003,10.262903999999999,521111622,6.67
2000-03-22,24.6334,25.0695,23.7614,23.7614,9.987958,561776171,-2.68
2000-03-23,23.543501000000003,24.851601000000002,23.3256,24.851601000000002,10.446216999999999,553101105,4.59
2000-03-24,24.6334,24.6334,24.197599,24.197599,10.171311,158786105,-2.63
2000-03-27,22.6709,23.543501000000003,22.6709,22.6709,9.529573,427992634,-6.31
2000-03-28,21.5816,23.979601000000002,21.450701000000002,23.1077,9.713179,337031121,1.93
2000-03-29,22.4536,23.543501000000003,22.4536,22.6709,9.529573,213306977,-1.89
2000-03-30,23.543501000000003,23.543501000000003,22.235701000000002,22.235701000000002,9.346639,329137672,-1.92
2000-03-31,22.235701000000002,23.1077,21.7995,21.7995,9.163285,230580182,-1.96
2000-04-03,21.7995,21.7995,21.7995,21.7995,9.163285,0,0.0
2000-04-04,21.7995,21.7995,21.7995,21.7995,9.163285,0,0.0
2000-04-05,21.7995,22.4536,21.5816,22.235701000000002,9.346639,279363315,2.0
