eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1324,12.26,11.93,11.65,12.55,12.21,12.74
2016-01-01,1324,10.41,10.23,10.14,10.27,12.45,12.26
2015-01-01,1324,12.12,12.21,11.67,9.71,10.09,10.41
2014-01-01,1324,13.67,13.84,13.43,13.76,12.83,12.12
2013-01-01,1324,9.43,9.31,10.72,10.84,12.93,13.67
2012-01-01,1324,10.26,9.84,9.53,8.88,9.35,9.43
2011-01-01,1324,12.69,12.66,12.77,12.43,9.38,10.26
2010-01-01,1324,15.82,15.6,14.22,12.12,17.01,12.69
2009-01-01,1324,7.61,9.08,8.33,8.15,10.13,15.82
2008-01-01,1324,18.27,18.16,16.98,8.33,7.65,7.61
2007-01-01,1324,23.46,25.32,18.42,22.35,22.62,18.27
2006-01-01,1324,4.8,4.83,5.03,4.9,4.94,23.46
2005-01-01,1324,5.51,5.46,5.25,5.42,5.48,4.8
2004-01-01,1324,6.98,6.98,6.43,6.07,5.86,5.51
2003-01-01,1324,5.74,5.89,5.45,5.91,5.82,6.98
2002-01-01,1324,6.26,6.68,7.02,6.15,4.96,5.74
2001-01-01,1324,7.3,7.01,5.92,4.59,3.43,6.26
2000-01-01,1324,8.82,10.56,8.95,7.53,8.02,7.3
