eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2537,9.89,9.0,8.93,8.69,8.34,7.97
2016-01-01,2537,8.35,8.55,9.66,8.86,8.96,9.89
2015-01-01,2537,8.02,7.98,7.91,7.01,6.15,8.35
2014-01-01,2537,9.85,9.65,9.03,8.71,8.45,8.02
2013-01-01,2537,11.17,11.26,12.16,11.42,10.43,9.85
2012-01-01,2537,9.85,9.64,9.82,9.01,9.94,11.17
2011-01-01,2537,9.23,9.01,8.86,9.17,8.86,9.85
2010-01-01,2537,10.07,11.54,11.54,10.54,9.98,9.23
2009-01-01,2537,4.02,4.07,4.78,5.61,8.11,10.07
2008-01-01,2537,5.8,5.61,5.99,5.11,5.22,4.02
2007-01-01,2537,5.96,5.96,5.8,5.27,5.05,5.8
2006-01-01,2537,4.0,4.0,3.13,5.28,4.41,5.96
2005-01-01,2537,34.93,34.28,31.75,25.75,4.55,4.0
2004-01-01,2537,138.45,135.05,93.74,22.7,36.87,34.93
2003-01-01,2537,29.73,32.23,28.56,65.6,63.33,138.45
2002-01-01,2537,226.97,281.45,426.71,90.79,50.04,29.73
2001-01-01,2537,494.8,413.09,354.99,181.58,129.83,226.97
2000-01-01,2537,2785.43,2578.43,2445.51,2142.64,1924.74,494.8
