eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1229,20.54,20.93,21.28,22.56,25.51,33.47
2016-01-01,1229,14.44,14.3,14.26,15.08,16.3,20.54
2015-01-01,1229,13.04,13.04,13.23,13.67,13.52,14.44
2014-01-01,1229,11.47,11.44,11.3,12.57,12.76,13.04
2013-01-01,1229,10.85,10.79,11.32,10.88,11.21,11.47
2012-01-01,1229,9.94,9.73,9.86,9.42,10.93,10.85
2011-01-01,1229,9.73,9.85,10.28,10.42,8.41,9.94
2010-01-01,1229,6.96,7.5,8.28,7.48,9.47,9.73
2009-01-01,1229,5.7,6.44,6.33,6.4,6.67,6.96
2008-01-01,1229,8.48,8.6,8.9,6.07,4.46,5.7
2007-01-01,1229,5.63,5.96,5.75,6.31,8.86,8.48
2006-01-01,1229,3.66,3.76,4.9,4.82,5.23,5.63
2005-01-01,1229,3.16,3.18,3.11,3.39,3.66,3.66
2004-01-01,1229,2.99,3.0,2.47,2.91,3.08,3.16
2003-01-01,1229,1.92,1.96,1.72,2.01,2.23,2.99
2002-01-01,1229,2.19,2.49,2.18,1.88,1.76,1.92
2001-01-01,1229,1.99,1.9,1.72,1.28,1.2,2.19
2000-01-01,1229,4.01,4.2,3.26,2.5,2.24,1.99
