eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1805,11.0,12.0,12.45,11.5,13.05,11.95
2016-01-01,1805,6.63,6.26,6.31,5.88,5.65,11.0
2015-01-01,1805,8.2,8.47,7.87,7.45,7.47,6.63
2014-01-01,1805,12.31,11.98,11.52,11.85,10.79,8.2
2013-01-01,1805,12.72,12.31,12.63,12.77,13.46,12.31
2012-01-01,1805,14.41,13.25,15.57,12.67,14.33,12.72
2011-01-01,1805,15.89,15.64,15.84,12.42,11.6,14.41
2010-01-01,1805,11.84,11.91,11.5,10.01,11.22,15.89
2009-01-01,1805,8.44,8.41,7.86,7.44,14.36,11.84
2008-01-01,1805,17.06,16.64,16.04,16.68,14.12,8.44
2007-01-01,1805,22.43,23.28,21.86,19.98,21.3,17.06
2006-01-01,1805,14.62,13.87,16.58,27.29,23.22,22.43
2005-01-01,1805,22.31,22.31,17.79,24.27,16.58,14.62
2004-01-01,1805,27.89,25.33,20.35,15.53,12.82,22.31
2003-01-01,1805,33.47,34.22,25.48,17.34,10.7,27.89
2002-01-01,1805,63.17,62.27,58.05,67.09,35.88,33.47
2001-01-01,1805,37.09,34.68,29.4,19.45,18.85,63.17
2000-01-01,1805,68.3,63.32,58.8,59.25,57.14,37.09
