eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2331,23.25,20.45,20.1,20.15,23.25,17.3
2016-01-01,2331,17.69,17.82,17.38,17.03,12.8,23.25
2015-01-01,2331,19.8,19.03,19.4,19.4,17.65,17.69
2014-01-01,2331,17.39,18.02,16.91,18.17,17.95,19.8
2013-01-01,2331,8.18,8.5,9.26,8.61,9.46,17.39
2012-01-01,2331,4.72,4.59,5.1,7.52,6.95,8.18
2011-01-01,2331,6.12,6.14,5.88,5.36,4.07,4.72
2010-01-01,2331,8.07,7.99,7.58,6.54,7.0,6.12
2009-01-01,2331,5.32,6.57,6.59,6.1,7.99,8.07
2008-01-01,2331,7.65,8.6,7.73,5.39,4.47,5.32
2007-01-01,2331,10.89,10.89,9.58,9.63,11.26,7.65
2006-01-01,2331,10.67,11.3,11.41,9.58,9.31,10.89
2005-01-01,2331,11.05,11.03,9.33,10.41,12.45,10.67
2004-01-01,2331,13.47,13.47,10.69,7.57,6.05,11.05
2003-01-01,2331,17.63,16.52,12.64,17.95,16.31,13.47
2002-01-01,2331,46.09,43.94,43.47,31.76,29.63,17.63
2001-01-01,2331,26.22,28.73,25.89,24.72,23.41,46.09
2000-01-01,2331,21.21,24.89,21.21,19.37,12.02,26.22
